IMSI,MSISDN,IMEI,IP_Address,Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type
3107863414487,151274763971,124455453188727,70.73.192.233,260316033818-0600,310,410,310410,75290364,86306013,66126719,310-410-***,310-410-2767-21,5G,Tablet
2402050578462,467216346518,643168555153121,205.15.206.3,260317131139+0200,240,16,24016,49335656,19629598,41332038,240-16-***,240-16-8177-95,5G,Tablet
2066514660170,324793967015,596057932264124,88.206.62.202,260227005920+0200,206,1,20601,61786985,60205096,54942577,206-01-***,206-01-9710-65,5G,IoT Device
2066832022711,324618002149,796375740084755,8.16.213.131,260314070607+0200,206,20,20620,58306215,69948193,75214879,206-20-***,206-20-8411-35,4G,Smartphone
2069132183669,324798359808,464453256987329,69.146.166.198,260302050939+0200,206,5,20605,70821524,52364458,78514801,206-05-***,206-05-3452-81,3G,Smartphone
2343702446984,447598909066,137710609478306,211.76.158.79,260302211323+0100,234,30,23430,29735963,67134914,49059332,234-30-***,234-30-3321-70,3G,IoT Device
3106312842092,151249390981,207349632202151,147.255.175.127,260308120413-0700,310,480,310480,28586774,96628035,78157039,310-480-***,310-480-3907-44,4G,Tablet
2345416523700,447877751900,376008082260734,182.183.14.77,260221132624+0000,234,15,23415,72316510,78380880,48511667,234-15-***,234-15-7279-75,4G,Smartphone
2066431032338,324743767305,835488235821964,98.54.148.8,260302121717+0100,206,20,20620,55805486,90868097,92244251,206-20-***,206-20-8662-42,5G,Tablet
3101255889839,130530781412,542714437067077,179.195.203.178,260308202934-0600,310,260,310260,93185412,97502338,96909612,310-260-***,310-260-5447-36,3G,Smartphone
2065971131568,324831024264,525863719639468,105.212.212.109,260301013355+0200,206,10,20610,48482063,59819194,78927405,206-10-***,206-10-6628-48,5G,Tablet
2065872632750,324671926421,108986912387288,134.141.81.29,260221081421+0100,206,1,20601,14162204,75580752,43476287,206-01-***,206-01-1238-34,4G,IoT Device
3109599019643,130556239502,198171711187000,52.98.14.137,260227015924-0800,310,410,310410,15380586,82153079,28791072,310-410-***,310-410-9087-15,4G,IoT Device
2062089395608,324980466171,120815161478247,206.68.33.218,260301002443+0100,206,1,20601,57304458,85867937,92389443,206-01-***,206-01-6880-40,3G,IoT Device
2406506888576,467027316035,171407092450632,108.251.103.9,260310023538+0100,240,24,24024,72145105,18160403,56905263,240-24-***,240-24-4136-82,3G,Tablet
2065646866764,324891428400,106774080137437,60.100.185.16,260311064813+0200,206,1,20601,78528824,46402653,75646433,206-01-***,206-01-8003-87,4G,IoT Device
2402258337622,467234501541,731782797657866,67.58.171.220,260222094638+0100,240,24,24024,20537050,15677403,97441653,240-24-***,240-24-4936-74,3G,Smartphone
2408624793933,467389140269,961873736315558,91.75.54.254,260224013118+0100,240,1,24001,16421163,97039940,12531923,240-01-***,240-01-6758-86,3G,Smartphone
3103183823708,141544685013,946931768138541,156.136.148.211,260304152604-0700,310,480,310480,83707007,51433286,33751991,310-480-***,310-480-6545-68,4G,Smartphone
2061773370106,324736054971,346749947931082,44.174.113.80,260311090005+0100,206,20,20620,62085592,32149739,96877059,206-20-***,206-20-5584-51,4G,Smartphone
3109060418696,120295661182,839072119210758,133.6.228.38,260314063229-0800,310,410,310410,67817288,50831866,39443881,310-410-***,310-410-7855-86,5G,IoT Device
2346314928969,447386175686,392522334549642,190.230.249.246,260322021819+0000,234,10,23410,33158368,13845359,65841018,234-10-***,234-10-9078-51,3G,Smartphone
2063580875634,324791088534,848295958319272,93.248.59.128,260309220345+0200,206,10,20610,70769092,69389567,77924119,206-10-***,206-10-9662-40,3G,Smartphone
2063281816717,324811034020,759598093617457,61.201.14.168,260223191701+0200,206,1,20601,45126359,24157892,73582334,206-01-***,206-01-9137-84,5G,IoT Device
2401330214890,467301139215,986509618192772,200.147.43.198,260307000250+0200,240,1,24001,45777999,48733661,43528222,240-01-***,240-01-1294-17,3G,Smartphone
3104689158336,141597470914,791681897192908,151.66.193.11,260318171437-0800,310,410,310410,40095584,39901074,80084684,310-410-***,310-410-6280-58,3G,IoT Device
2068968126669,324916992770,774262926657486,149.36.23.222,260304153259+0200,206,10,20610,59815865,90146982,70387116,206-10-***,206-10-7915-25,5G,Tablet
3108007506823,130573393474,225272962678865,222.129.75.125,260316131030-0700,310,480,310480,70236569,17005793,69962682,310-480-***,310-480-9035-65,4G,Smartphone
2065217321330,324787892880,320638442955769,71.57.138.167,260307121533+0200,206,10,20610,39258413,17403416,78728528,206-10-***,206-10-7596-10,5G,IoT Device
2061906231543,324749197470,956530848486711,21.119.52.204,260303101730+0200,206,1,20601,69035074,31254118,49345327,206-01-***,206-01-8186-86,5G,IoT Device
2340941626724,447389628701,430970262156670,40.39.57.41,260301082847+0100,234,15,23415,18458940,93174279,20284190,234-15-***,234-15-5195-35,4G,Tablet
3109992071898,120222131896,143426875034611,38.216.200.23,260308025841-0500,310,480,310480,73576489,41933358,49643081,310-480-***,310-480-2821-10,4G,Tablet
2405451233559,467064915663,131549783633864,147.85.231.64,260302155250+0200,240,7,24007,78313005,63635635,54664159,240-07-***,240-07-2441-45,4G,Tablet
2402501916536,467370669677,780852451341452,58.117.213.9,260308204952+0100,240,24,24024,46780582,46972135,83491901,240-24-***,240-24-5826-43,3G,Tablet
3109043518406,130592946513,294322947100499,114.139.88.219,260228010143-0700,310,120,310120,23919467,33216014,67614634,310-120-***,310-120-6183-37,4G,Smartphone
2349819205091,447733923625,881861623286571,53.206.66.192,260322022723+0000,234,33,23433,24914660,91541438,32660251,234-33-***,234-33-5346-70,5G,Smartphone
2346238183924,447516791776,264209209607911,155.151.239.220,260227031109+0000,234,15,23415,73397531,28877039,92267340,234-15-***,234-15-9369-37,3G,Smartphone
2063531535628,324824504094,238955864771682,26.243.79.42,260316095737+0100,206,5,20605,81384856,99414740,91858303,206-05-***,206-05-6345-82,3G,Smartphone
2062163629703,324964732232,285448414263783,113.63.14.51,260309051849+0100,206,5,20605,62713087,78779219,20549157,206-05-***,206-05-5755-46,4G,IoT Device
2068784759044,324841764344,204636210579406,191.146.121.184,260315013555+0200,206,10,20610,53183141,34495545,56948436,206-10-***,206-10-2704-47,4G,Smartphone
2068345199550,324997754728,262251495706625,148.210.254.161,260224073400+0100,206,5,20605,10071265,23895741,67552584,206-05-***,206-05-3100-44,4G,Tablet
2067149487248,324792615283,107792795682080,173.104.205.234,260309125503+0100,206,1,20601,78278565,33568069,12862892,206-01-***,206-01-5927-34,5G,Tablet
3105210942354,151291302792,888502169025100,38.245.172.15,260302030224-0500,310,260,310260,32525087,32733181,74316214,310-260-***,310-260-3802-14,5G,Smartphone
2069432603224,324580770037,816928711715068,152.64.19.255,260313104914+0200,206,20,20620,53991570,29920796,49417903,206-20-***,206-20-9396-77,3G,Tablet
3105151228660,120299974941,237976617159036,131.239.83.32,260302165918-0500,310,410,310410,49687721,77218949,75545024,310-410-***,310-410-3648-96,3G,IoT Device
2060125996848,324643297867,199868735429599,160.0.193.74,260223142617+0200,206,5,20605,53489568,75082587,20968428,206-05-***,206-05-6634-88,5G,IoT Device
2341910353363,447592172340,554204871558866,156.253.136.106,260315142101+0100,234,38,23438,43232729,24793590,98392146,234-38-***,234-38-9137-16,3G,Tablet
2341542118895,447849192659,550706391733666,60.158.68.7,260308194531+0000,234,33,23433,50999704,83647545,26103982,234-33-***,234-33-8639-17,4G,Smartphone
2340198011063,447822443265,456359469518981,148.67.35.18,260226180803+0000,234,10,23410,96131947,87748952,75379953,234-10-***,234-10-4571-67,4G,Smartphone
2344369803459,447589304940,803988540910069,164.223.111.244,260301210349+0100,234,10,23410,53737780,63784754,92305627,234-10-***,234-10-8374-86,3G,Tablet
2409266403075,467059990640,792418951067109,206.193.13.207,260320103432+0100,240,5,24005,24033449,69272211,93731339,240-05-***,240-05-4123-20,4G,Tablet
3100865374945,141583931856,617028135493478,153.222.94.214,260322141545-0700,310,120,310120,24226437,29833202,65072766,310-120-***,310-120-1289-51,5G,Smartphone
2402019703078,467076232558,830509031191277,169.15.250.35,260318073310+0100,240,24,24024,66186781,23220559,58667774,240-24-***,240-24-7158-90,5G,Smartphone
2404676004259,467665712544,569846018479519,4.108.206.3,260303230541+0100,240,24,24024,62471809,18558585,44127033,240-24-***,240-24-9238-44,4G,Smartphone
2405444962521,467653897390,714029276667524,3.111.221.211,260220215141+0100,240,7,24007,96471681,49930651,34392190,240-07-***,240-07-1459-98,5G,Smartphone
2407065811245,467077836350,937435616801922,126.15.247.114,260224041414+0100,240,2,24002,71675837,26074216,66163303,240-02-***,240-02-6255-71,5G,IoT Device
3100177265581,130526135427,107303961823320,153.59.177.48,260227223741-0600,310,260,310260,16916496,32289725,53526197,310-260-***,310-260-4750-55,3G,Tablet
2060718533115,324848356287,555648513184833,188.254.56.49,260311152431+0100,206,10,20610,60827903,48612965,85525959,206-10-***,206-10-7538-70,5G,Tablet
2065871663930,324622168807,104193081821557,5.99.36.214,260304075852+0100,206,10,20610,45280125,21758903,27964277,206-10-***,206-10-3459-85,4G,Tablet
2343401791944,447557669625,370624426711712,99.19.166.146,260307030942+0000,234,15,23415,15798785,40622402,50945828,234-15-***,234-15-2701-79,5G,Smartphone
2345659230022,447522371664,406005393351999,58.179.252.131,260318042701+0100,234,38,23438,70620705,94138676,31454818,234-38-***,234-38-5397-25,5G,Tablet
2407099306764,467201173101,153850339104600,198.160.35.253,260225121936+0100,240,2,24002,54499160,34956388,97013314,240-02-***,240-02-6189-27,5G,Smartphone
2405103895372,467278392902,557058353244888,65.1.91.74,260224215603+0200,240,8,24008,12982435,75997038,64923674,240-08-***,240-08-7341-63,5G,Tablet
3103959289146,130512453474,881101161160847,221.249.187.234,260225045553-0700,310,480,310480,83032104,26179101,84895700,310-480-***,310-480-8751-61,4G,Tablet
2064944748485,324894451421,944660565729914,72.200.55.133,260322031411+0100,206,5,20605,27784789,60926778,17443137,206-05-***,206-05-4497-92,5G,Tablet
3103827646123,161755452591,379171477206773,61.47.146.200,260312034009-0500,310,260,310260,18089811,93242970,71855657,310-260-***,310-260-4325-84,3G,Tablet
2402075391919,467282891835,117656847398485,155.62.188.183,260319163801+0100,240,5,24005,55597188,11463017,58754131,240-05-***,240-05-5183-61,5G,Tablet
2404627856621,467662724381,509391534565149,29.146.109.237,260311135936+0200,240,2,24002,90871325,70718988,56030452,240-02-***,240-02-6664-22,5G,Smartphone
2063384554501,324622198848,234395403120593,27.94.173.68,260309104349+0100,206,1,20601,17504615,84312945,87031403,206-01-***,206-01-5850-43,4G,IoT Device
2062417669706,324938282667,488590870009773,32.121.187.166,260227154716+0100,206,5,20605,53988832,49411036,87891503,206-05-***,206-05-4036-29,5G,Smartphone
3101213553012,141534364669,398839707067564,168.121.55.74,260310052212-0600,310,410,310410,48986265,13069624,38256864,310-410-***,310-410-6735-85,3G,IoT Device
2404572055532,467068555026,899659734505836,122.239.141.251,260314055916+0200,240,4,24004,17218491,72086684,31337761,240-04-***,240-04-4006-25,3G,IoT Device
2066689801065,324685443052,986162103614163,94.237.221.117,260221212049+0200,206,5,20605,97591634,69749366,12397313,206-05-***,206-05-3454-78,5G,IoT Device
3105029407993,161777881048,595860589159054,94.209.111.103,260314004611-0600,310,480,310480,32905363,49716826,84642441,310-480-***,310-480-5271-27,3G,Smartphone
3101408877951,141569922913,712172669016884,81.226.5.251,260321174220-0700,310,120,310120,11851092,51359549,74114221,310-120-***,310-120-6051-23,4G,Tablet
3104791415928,141527677416,551140783746678,69.169.26.224,260306200030-0600,310,260,310260,56108212,66258700,37645628,310-260-***,310-260-1187-89,5G,IoT Device
3101168595241,151216874782,522124406343251,132.255.75.73,260228054915-0500,310,480,310480,11351336,26449603,20990499,310-480-***,310-480-5858-40,4G,Smartphone
2401410112017,467374815796,229485779423802,6.127.255.218,260313094715+0100,240,5,24005,19091691,33194568,44568166,240-05-***,240-05-2920-44,5G,IoT Device
2347092785743,447742542470,331172616915466,208.88.86.108,260311063833+0000,234,20,23420,68568980,91410460,94000764,234-20-***,234-20-8828-11,5G,Smartphone
2062318708633,324745397508,331377059038569,15.129.249.211,260306225023+0100,206,20,20620,77325274,16162473,28578023,206-20-***,206-20-3855-83,4G,Smartphone
2346268494147,447804475153,758407639260608,54.150.38.217,260310023034+0100,234,10,23410,27336553,43437271,79467820,234-10-***,234-10-3517-67,5G,Smartphone
2069780678246,324753092222,262327042881690,164.160.153.8,260321165222+0100,206,1,20601,37487549,52982976,82011749,206-01-***,206-01-1225-97,5G,Smartphone
2063442416083,324981489948,998408042233228,147.117.229.138,260225215137+0100,206,5,20605,50412455,67038855,63041559,206-05-***,206-05-4729-31,4G,Smartphone
2408632133752,467045544722,741663050048997,1.31.114.38,260314164026+0200,240,2,24002,45348485,44124728,32186173,240-02-***,240-02-1743-75,5G,Smartphone
2064850837432,324506083077,426369406675859,131.77.189.121,260311182101+0200,206,20,20620,79633450,69292743,75300411,206-20-***,206-20-4287-14,3G,Tablet
2403837902389,467305694761,921305592781207,33.191.64.121,260312134817+0200,240,24,24024,91282384,94823526,63796442,240-24-***,240-24-4839-38,3G,Tablet
2062756173720,324570117555,625402157747351,68.235.79.171,260301114542+0200,206,1,20601,15789586,66188021,70840496,206-01-***,206-01-6786-30,3G,Tablet
2347167788030,447449230083,401125354187155,124.135.184.61,260318101742+0100,234,20,23420,12449768,36303047,92816097,234-20-***,234-20-9324-82,3G,IoT Device
2064313731295,324548881987,589867939973229,125.7.31.102,260311083743+0100,206,5,20605,27874273,74555554,80488856,206-05-***,206-05-9348-11,3G,Tablet
2401062046786,467203816919,445524688670769,75.44.223.136,260221072850+0100,240,5,24005,82181799,64620841,44413545,240-05-***,240-05-9839-60,3G,IoT Device
2341015427255,447730180872,552935528423022,190.74.251.150,260320043256+0100,234,33,23433,95986786,73806350,34118408,234-33-***,234-33-2052-25,5G,Tablet
3107231143416,151238267759,689445792777198,107.199.117.85,260303232911-0700,310,260,310260,46924718,64679246,13565689,310-260-***,310-260-2878-97,4G,Smartphone
2347409683486,447887164629,268882519177360,160.135.137.239,260307102344+0000,234,38,23438,53706335,42404610,90132527,234-38-***,234-38-5934-60,5G,Tablet
2407831826374,467098703225,175900398193392,73.72.212.189,260303040618+0100,240,2,24002,31595191,73718582,44654353,240-02-***,240-02-1210-12,3G,Tablet
2342787924477,447374066867,862962239420613,175.247.179.186,260310180246+0100,234,20,23420,73402364,67589001,91775750,234-20-***,234-20-6734-46,4G,Tablet
2065930878790,324912812126,391600095815671,56.133.206.223,260315111433+0100,206,20,20620,14510051,33217529,62180303,206-20-***,206-20-7157-20,5G,Smartphone
2065628443728,324684012520,157887174320918,21.90.98.109,260228003435+0100,206,10,20610,31024707,77153375,97205731,206-10-***,206-10-2673-87,3G,Smartphone
2406678303172,467940993751,386043707684814,187.10.220.63,260227050416+0100,240,7,24007,97645048,23651158,89921429,240-07-***,240-07-8888-89,4G,IoT Device
3102084965385,120294056845,950705909340107,120.237.142.116,260222122208-0800,310,120,310120,58798639,33433631,83658483,310-120-***,310-120-5760-51,3G,IoT Device
3105022593122,151225449550,431884530795825,31.61.74.196,260222110416-0800,310,260,310260,43737686,67437930,73003685,310-260-***,310-260-3280-53,4G,IoT Device
3108390751638,120266267940,917229149073722,183.122.39.72,260301221419-0600,310,260,310260,92849406,24946937,77046255,310-260-***,310-260-7146-66,5G,Tablet
3105440291956,141505848414,865890152283560,158.95.172.249,260304064239-0700,310,120,310120,27953701,28096490,89640873,310-120-***,310-120-4563-61,3G,Tablet
2068636938058,324760704351,753548445931726,14.244.171.252,260228182040+0200,206,1,20601,18781915,14478367,82627678,206-01-***,206-01-2343-94,4G,Tablet
2347961265088,447897558537,892482929788166,222.92.189.18,260221054744+0100,234,30,23430,79117795,95220519,15790948,234-30-***,234-30-4292-92,3G,Tablet
3108744732177,161754574770,632610560855883,34.160.8.89,260304081750-0700,310,120,310120,51884253,82517130,60096709,310-120-***,310-120-2718-83,5G,IoT Device
3104115652770,120256266998,209082098052792,13.169.71.164,260223192124-0700,310,260,310260,13558457,16051542,84928476,310-260-***,310-260-3730-69,5G,Tablet
2344606649323,447755838833,404319601493254,24.185.15.232,260321134224+0100,234,30,23430,78614233,53579879,87572964,234-30-***,234-30-4902-23,4G,IoT Device
2063479710900,324681000326,635779356178088,120.201.69.87,260302222551+0100,206,1,20601,64497800,44470865,51398207,206-01-***,206-01-7452-64,4G,Tablet
2405029425012,467291535375,885832672719766,157.130.205.156,260228130607+0200,240,4,24004,25602751,60460924,32443919,240-04-***,240-04-9096-98,4G,Tablet
2341070177446,447383486491,754135775078312,182.60.212.200,260316015523+0000,234,33,23433,37506105,39880859,25474575,234-33-***,234-33-4111-37,5G,Smartphone
2347410375141,447748668982,354475989732786,139.131.193.33,260308113712+0000,234,20,23420,14313153,31389257,80565501,234-20-***,234-20-9170-58,3G,Smartphone
2340121991499,447525359530,212719749654970,64.138.223.157,260302064831+0100,234,15,23415,55195986,93691789,48918897,234-15-***,234-15-6895-56,4G,IoT Device
2341020388707,447336042121,108262160468797,70.64.178.78,260317200415+0100,234,38,23438,57469070,29363455,20852969,234-38-***,234-38-2642-43,4G,Smartphone
2405568622290,467344171056,768240063929369,150.127.62.186,260308152640+0100,240,7,24007,14422871,72495414,11236203,240-07-***,240-07-8071-50,4G,Smartphone
3103895175204,151270048307,624437422732553,44.91.106.69,260227111403-0700,310,480,310480,83304954,31155276,71746454,310-480-***,310-480-3321-40,4G,IoT Device
2342250634837,447423014646,747930785038095,131.163.244.2,260221214552+0000,234,33,23433,49613119,21420596,82670166,234-33-***,234-33-4837-29,5G,Tablet
2340104433050,447880993409,648790620087684,141.224.116.193,260321005842+0000,234,10,23410,99516486,80696407,62652772,234-10-***,234-10-4474-84,4G,Smartphone
2342776857556,447542927750,216005959325267,135.173.180.124,260321093623+0100,234,33,23433,51894096,91844187,47489606,234-33-***,234-33-5967-29,3G,Tablet
2069523814987,324542035777,935936363124049,152.15.179.251,260223112709+0100,206,5,20605,42934905,79435767,61439264,206-05-***,206-05-2477-64,4G,Smartphone
2065337347763,324565858276,578070984699158,213.233.159.223,260312135130+0200,206,5,20605,86501898,75676964,39406132,206-05-***,206-05-4752-18,4G,Tablet
2404429836876,467090750561,233068905551074,144.54.167.31,260319182232+0100,240,24,24024,89881131,93965127,83149724,240-24-***,240-24-9359-51,5G,Smartphone
2408901718729,467601268315,644867792420605,132.216.128.70,260301172037+0200,240,16,24016,95765398,19282300,22955091,240-16-***,240-16-2710-21,4G,IoT Device
3105268219471,161702327107,430739932575921,216.216.34.84,260312011035-0800,310,480,310480,34285652,42224773,14796059,310-480-***,310-480-1172-53,4G,Smartphone
2063172104631,324586701987,817444483505445,148.178.167.59,260315231134+0200,206,1,20601,93134272,35441872,24663032,206-01-***,206-01-6318-62,5G,Tablet
2400997341350,467340764718,616183882943681,184.223.137.254,260228143212+0100,240,2,24002,35427969,21831247,49671851,240-02-***,240-02-3435-55,4G,Tablet
2347207845845,447840222776,107772682180667,53.74.55.17,260316044614+0000,234,33,23433,26977974,55063413,33734963,234-33-***,234-33-5611-80,5G,Smartphone
3109067742108,130506344371,126026258425754,122.30.8.155,260322182040-0600,310,410,310410,34870336,40745424,71766707,310-410-***,310-410-5168-44,4G,Smartphone
2064868983225,324650227746,958586869033847,76.215.195.69,260226052149+0200,206,5,20605,24855692,39491155,73996230,206-05-***,206-05-5228-82,4G,Smartphone
2402120040234,467203387384,600545153500215,111.223.119.121,260311044018+0200,240,24,24024,99028485,65213235,42196611,240-24-***,240-24-9045-52,3G,Smartphone
2063658694919,324978513445,530490083296773,7.115.53.19,260224031927+0200,206,20,20620,75981701,52311711,88053176,206-20-***,206-20-7807-82,4G,IoT Device
2348861666334,447480911541,608848978249770,156.66.223.234,260227102933+0000,234,33,23433,57813595,44783089,99505701,234-33-***,234-33-4424-21,5G,IoT Device
2404765126749,467075351383,449907105629334,68.170.182.146,260314082033+0100,240,7,24007,99484309,90610769,53648413,240-07-***,240-07-1517-64,4G,IoT Device
3102309476059,151276561249,835752373344146,190.68.170.115,260222235704-0700,310,120,310120,75197401,87847515,61601247,310-120-***,310-120-6483-98,5G,Smartphone
2069373529083,324516867447,803532386873207,16.7.27.144,260221104554+0100,206,10,20610,18497398,81389771,21631308,206-10-***,206-10-3703-88,3G,Tablet
2402697187015,467298740541,875328611999498,145.13.75.155,260320205616+0200,240,7,24007,94943883,52732384,98132101,240-07-***,240-07-5112-24,5G,IoT Device
2404227404512,467285893708,254714980357431,57.11.142.133,260225102442+0100,240,24,24024,84700897,86037043,25647033,240-24-***,240-24-5729-31,4G,Smartphone
2401285499726,467215081086,687140127042957,15.217.210.179,260310025943+0100,240,7,24007,90365722,12476849,38578316,240-07-***,240-07-3939-42,4G,Smartphone
2348235984887,447791864841,335851551234960,36.124.131.102,260307053053+0100,234,38,23438,56998942,90833452,96325854,234-38-***,234-38-1754-59,4G,Smartphone
2063526436113,324987057162,932951518475487,94.218.44.200,260309020849+0200,206,1,20601,15999440,17076084,86331921,206-01-***,206-01-7420-28,4G,Smartphone
3109483856016,151285867789,546863173249753,13.190.33.36,260224123115-0700,310,480,310480,92296657,38080250,15529676,310-480-***,310-480-2931-44,4G,IoT Device
2060386157423,324883780371,727208831865880,35.136.79.57,260302211951+0200,206,1,20601,71217460,48238507,64123171,206-01-***,206-01-4416-26,4G,IoT Device
2405656636363,467913922230,481399102103799,202.46.107.230,260311202926+0100,240,1,24001,83683899,34962221,14115891,240-01-***,240-01-5117-62,4G,Tablet
2341233579377,447590129299,274195589201337,169.87.14.90,260303201837+0100,234,33,23433,11944383,48360321,53097109,234-33-***,234-33-4521-73,5G,Smartphone
3104911392823,151296493826,852916023138003,25.71.87.103,260223071059-0700,310,120,310120,43519886,85441484,36535527,310-120-***,310-120-6273-16,5G,Tablet
2064047619456,324558181106,918118969429223,104.161.25.186,260312073954+0200,206,20,20620,18521928,93272140,75824546,206-20-***,206-20-4255-99,4G,Smartphone
2348981072322,447747830194,458982951088344,147.32.177.17,260321215149+0000,234,38,23438,43604322,30330039,55538693,234-38-***,234-38-3411-15,3G,Smartphone
2061785847702,324692831091,602221927191043,219.127.17.44,260313181722+0200,206,10,20610,89559080,69677980,87591997,206-10-***,206-10-3271-44,5G,Tablet
2062425059631,324562684418,728873877689617,222.3.246.125,260307113213+0100,206,10,20610,67397237,95059591,81569887,206-10-***,206-10-2486-13,5G,IoT Device
3109758101410,120282592306,562414201176825,76.91.161.145,260314224116-0600,310,480,310480,25954186,52947512,30399498,310-480-***,310-480-3053-12,4G,Smartphone
2406905084951,467604204730,802923057887526,198.189.13.92,260221153101+0100,240,7,24007,40111848,31617624,32200073,240-07-***,240-07-7824-13,4G,Tablet
2345802103770,447323358235,131518146274157,83.177.220.220,260307133006+0100,234,10,23410,17153092,78191105,81243474,234-10-***,234-10-4816-39,5G,Smartphone
2061435434918,324924557464,412218213304030,195.204.23.52,260307210137+0100,206,20,20620,99439308,99263969,55488317,206-20-***,206-20-1585-43,3G,Tablet
2400629258099,467391943733,386878901293865,85.182.216.226,260321211116+0100,240,8,24008,55132434,64086804,84009433,240-08-***,240-08-9413-54,3G,Tablet
2340538479279,447513246518,353498515914612,160.175.94.74,260222133649+0000,234,15,23415,15984132,25346198,45616142,234-15-***,234-15-3240-11,5G,IoT Device
2407160108317,467249963215,582379913397531,101.234.175.133,260305011312+0200,240,5,24005,76345620,53935671,27619120,240-05-***,240-05-5498-12,3G,Tablet
3100025937581,161735002287,458851920897578,212.196.58.101,260321020708-0500,310,260,310260,45055753,28301208,40724515,310-260-***,310-260-3597-42,3G,IoT Device
2342149288416,447444779279,658447879392055,113.39.12.147,260315024841+0000,234,38,23438,20806899,59235061,97239134,234-38-***,234-38-1623-30,4G,Tablet
3103043494815,161788268744,395936853731402,65.56.84.10,260221234822-0500,310,410,310410,91783244,12831041,40507173,310-410-***,310-410-6816-34,5G,IoT Device
2401140755978,467621634844,414441690534475,209.119.53.30,260307003157+0100,240,2,24002,57584767,12825780,79092360,240-02-***,240-02-1121-38,5G,Smartphone
2061613719588,324573271463,568006345428468,128.235.92.11,260228035909+0100,206,5,20605,65580224,38817520,94794707,206-05-***,206-05-9654-91,5G,IoT Device
3103227049432,151240265585,928241122458023,83.171.106.52,260226011625-0600,310,120,310120,43266295,26198289,13909854,310-120-***,310-120-4428-31,3G,IoT Device
2401438827374,467909944718,960806721324062,74.236.147.47,260317121112+0200,240,7,24007,19622395,48255161,64909646,240-07-***,240-07-9787-13,4G,IoT Device
2403702555634,467914157718,175856877492239,70.206.33.96,260317224228+0100,240,5,24005,67549779,65576999,58403796,240-05-***,240-05-6752-43,4G,Smartphone
2068274574565,324992507633,737602743643537,142.29.220.60,260224072749+0200,206,1,20601,25065067,34261477,23165876,206-01-***,206-01-5243-23,5G,Smartphone
2340958304286,447423102655,767286144744936,103.89.112.120,260222184137+0100,234,15,23415,62809504,75833918,40581366,234-15-***,234-15-1868-73,3G,IoT Device
2344028974093,447834964793,588343973956215,197.155.168.37,260317053258+0000,234,10,23410,49064895,30072832,65935485,234-10-***,234-10-7554-12,5G,Smartphone
2062670136191,324867322177,568032479414477,193.70.80.10,260302144212+0200,206,20,20620,33930414,13237418,47590729,206-20-***,206-20-2328-77,5G,IoT Device
2349162762439,447706300798,332069223389178,194.218.89.114,260302124756+0000,234,15,23415,75852961,37454677,99163475,234-15-***,234-15-8248-59,5G,Tablet
2347816269877,447451059734,502783716850094,149.120.228.165,260315192954+0100,234,15,23415,70176416,92762957,45036558,234-15-***,234-15-4032-19,3G,IoT Device
3106290879296,161763677639,603537456352736,125.169.30.55,260222184627-0600,310,260,310260,11539615,12478762,70777455,310-260-***,310-260-7531-93,3G,Tablet
2344138389011,447752820790,767438007988618,42.143.117.218,260225221503+0100,234,10,23410,33377474,60153935,65599538,234-10-***,234-10-5207-11,5G,IoT Device
2400280222446,467616517586,634177286265704,209.77.103.199,260306010525+0200,240,16,24016,39312151,83080234,81125624,240-16-***,240-16-5275-15,3G,IoT Device
2064099126917,324849857742,696248283598407,166.4.161.254,260224211653+0100,206,5,20605,13467215,53209887,50260707,206-05-***,206-05-4239-96,5G,IoT Device
3105296794718,161716680731,161765490179776,95.42.121.163,260316051014-0600,310,120,310120,61418688,99731288,16238667,310-120-***,310-120-3185-65,4G,Tablet
2406423822355,467220941245,978618976212025,69.180.125.114,260223072228+0100,240,4,24004,44604683,96799641,13534990,240-04-***,240-04-1224-13,5G,Smartphone
2344525517656,447883649509,978677602628975,146.40.168.92,260314020629+0000,234,10,23410,75906841,30482789,17970612,234-10-***,234-10-4099-82,4G,Tablet
2064328858994,324809906998,252547958923710,167.157.191.64,260305085604+0100,206,10,20610,44608530,50708336,87644188,206-10-***,206-10-4219-11,4G,Smartphone
2404689068878,467380391277,929319820538751,103.21.115.217,260313154508+0200,240,2,24002,78056965,93687002,55750997,240-02-***,240-02-2712-38,5G,Tablet
2069773380041,324732694410,454370692320086,43.43.207.75,260308135237+0200,206,5,20605,58891623,83335704,60351296,206-05-***,206-05-8397-92,3G,Smartphone
2061934211474,324875732514,246301435617312,75.133.32.175,260311045030+0100,206,5,20605,47557689,40350515,30083760,206-05-***,206-05-5252-81,4G,IoT Device
2406174035300,467368417273,463759870697541,133.162.35.161,260314093815+0200,240,4,24004,40491229,34434819,61524226,240-04-***,240-04-5140-70,5G,IoT Device
2069229830922,324533704503,970137528607294,187.33.157.204,260311164956+0100,206,1,20601,36018969,14681359,65051176,206-01-***,206-01-6241-17,5G,IoT Device
2069519728558,324879316027,788681886348765,2.196.130.47,260305104648+0200,206,5,20605,62616582,22829160,27891140,206-05-***,206-05-5495-52,3G,Smartphone
2400953161566,467685971341,252260842928810,9.135.235.202,260224095136+0200,240,8,24008,46242405,32622570,38511306,240-08-***,240-08-6209-30,3G,Smartphone
