IMSI,MSISDN,IMEI,IP_Address,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI
24093XXXXXXXX,4670XXXXXXXX,93460259XXXXXXX,200.21.XXX.XXX,240,55,24055,34000000,45000000,48000000,240-55-XXXX,240-55-XXXX
24027XXXXXXXX,4670XXXXXXXX,85712238XXXXXXX,161.113.XXX.XXX,240,34,24034,36000000,46000000,92000000,240-34-XXXX,240-34-XXXX
24019XXXXXXXX,4670XXXXXXXX,95595114XXXXXXX,186.170.XXX.XXX,240,46,24046,69000000,78000000,48000000,240-46-XXXX,240-46-XXXX
24054XXXXXXXX,4670XXXXXXXX,50886602XXXXXXX,210.7.XXX.XXX,240,12,24012,75000000,30000000,22000000,240-12-XXXX,240-12-XXXX
24062XXXXXXXX,4670XXXXXXXX,60467716XXXXXXX,141.120.XXX.XXX,240,76,24076,54000000,67000000,98000000,240-76-XXXX,240-76-XXXX
24012XXXXXXXX,4670XXXXXXXX,35843459XXXXXXX,44.179.XXX.XXX,240,4,24004,19000000,22000000,50000000,240-04-XXXX,240-04-XXXX
24074XXXXXXXX,4670XXXXXXXX,88853079XXXXXXX,197.149.XXX.XXX,240,36,24036,10000000,14000000,90000000,240-36-XXXX,240-36-XXXX
24001XXXXXXXX,4670XXXXXXXX,47062643XXXXXXX,215.86.XXX.XXX,240,46,24046,65000000,56000000,17000000,240-46-XXXX,240-46-XXXX
24088XXXXXXXX,4670XXXXXXXX,72049523XXXXXXX,42.84.XXX.XXX,240,46,24046,25000000,40000000,16000000,240-46-XXXX,240-46-XXXX
24047XXXXXXXX,4670XXXXXXXX,65050983XXXXXXX,218.155.XXX.XXX,240,82,24082,37000000,56000000,95000000,240-82-XXXX,240-82-XXXX
24093XXXXXXXX,4670XXXXXXXX,40737787XXXXXXX,47.234.XXX.XXX,240,90,24090,26000000,47000000,94000000,240-90-XXXX,240-90-XXXX
24041XXXXXXXX,4670XXXXXXXX,71354474XXXXXXX,204.73.XXX.XXX,240,46,24046,32000000,74000000,49000000,240-46-XXXX,240-46-XXXX
24058XXXXXXXX,4670XXXXXXXX,83479462XXXXXXX,170.104.XXX.XXX,240,82,24082,63000000,17000000,38000000,240-82-XXXX,240-82-XXXX
24048XXXXXXXX,4670XXXXXXXX,22314357XXXXXXX,15.194.XXX.XXX,240,11,24011,78000000,54000000,99000000,240-11-XXXX,240-11-XXXX
24051XXXXXXXX,4670XXXXXXXX,98551162XXXXXXX,82.30.XXX.XXX,240,20,24020,75000000,52000000,91000000,240-20-XXXX,240-20-XXXX
24079XXXXXXXX,4670XXXXXXXX,92422677XXXXXXX,46.184.XXX.XXX,240,35,24035,53000000,26000000,46000000,240-35-XXXX,240-35-XXXX
24020XXXXXXXX,4670XXXXXXXX,68585010XXXXXXX,143.211.XXX.XXX,240,33,24033,84000000,44000000,48000000,240-33-XXXX,240-33-XXXX
24043XXXXXXXX,4670XXXXXXXX,78327317XXXXXXX,71.233.XXX.XXX,240,5,24005,35000000,33000000,26000000,240-05-XXXX,240-05-XXXX
24090XXXXXXXX,4670XXXXXXXX,32212891XXXXXXX,166.11.XXX.XXX,240,69,24069,90000000,83000000,98000000,240-69-XXXX,240-69-XXXX
24004XXXXXXXX,4670XXXXXXXX,35301835XXXXXXX,136.101.XXX.XXX,240,29,24029,91000000,25000000,53000000,240-29-XXXX,240-29-XXXX
24083XXXXXXXX,4670XXXXXXXX,59622627XXXXXXX,164.81.XXX.XXX,240,95,24095,91000000,79000000,97000000,240-95-XXXX,240-95-XXXX
24037XXXXXXXX,4670XXXXXXXX,31906408XXXXXXX,210.114.XXX.XXX,240,90,24090,18000000,25000000,66000000,240-90-XXXX,240-90-XXXX
24028XXXXXXXX,4670XXXXXXXX,70920770XXXXXXX,90.149.XXX.XXX,240,33,24033,32000000,26000000,13000000,240-33-XXXX,240-33-XXXX
24008XXXXXXXX,4670XXXXXXXX,49182073XXXXXXX,73.183.XXX.XXX,240,87,24087,22000000,88000000,69000000,240-87-XXXX,240-87-XXXX
24035XXXXXXXX,4670XXXXXXXX,19932738XXXXXXX,89.8.XXX.XXX,240,60,24060,36000000,38000000,47000000,240-60-XXXX,240-60-XXXX
24088XXXXXXXX,4670XXXXXXXX,73781206XXXXXXX,98.127.XXX.XXX,240,82,24082,39000000,21000000,74000000,240-82-XXXX,240-82-XXXX
24089XXXXXXXX,4670XXXXXXXX,37981068XXXXXXX,166.205.XXX.XXX,240,11,24011,74000000,27000000,53000000,240-11-XXXX,240-11-XXXX
24072XXXXXXXX,4670XXXXXXXX,73849982XXXXXXX,8.95.XXX.XXX,240,12,24012,95000000,73000000,30000000,240-12-XXXX,240-12-XXXX
24052XXXXXXXX,4670XXXXXXXX,69609618XXXXXXX,61.94.XXX.XXX,240,82,24082,25000000,91000000,74000000,240-82-XXXX,240-82-XXXX
24013XXXXXXXX,4670XXXXXXXX,84180806XXXXXXX,103.14.XXX.XXX,240,82,24082,66000000,45000000,89000000,240-82-XXXX,240-82-XXXX
24064XXXXXXXX,4670XXXXXXXX,58110355XXXXXXX,195.226.XXX.XXX,240,94,24094,86000000,91000000,19000000,240-94-XXXX,240-94-XXXX
24094XXXXXXXX,4670XXXXXXXX,89541951XXXXXXX,59.125.XXX.XXX,240,12,24012,68000000,92000000,32000000,240-12-XXXX,240-12-XXXX
24044XXXXXXXX,4670XXXXXXXX,39894485XXXXXXX,90.1.XXX.XXX,240,34,24034,44000000,46000000,80000000,240-34-XXXX,240-34-XXXX
24073XXXXXXXX,4670XXXXXXXX,53448931XXXXXXX,3.238.XXX.XXX,240,95,24095,20000000,63000000,59000000,240-95-XXXX,240-95-XXXX
24018XXXXXXXX,4670XXXXXXXX,24891578XXXXXXX,47.167.XXX.XXX,240,82,24082,81000000,22000000,33000000,240-82-XXXX,240-82-XXXX
24078XXXXXXXX,4670XXXXXXXX,13524694XXXXXXX,63.207.XXX.XXX,240,84,24084,80000000,35000000,42000000,240-84-XXXX,240-84-XXXX
24016XXXXXXXX,4670XXXXXXXX,55170364XXXXXXX,187.237.XXX.XXX,240,4,24004,55000000,11000000,11000000,240-04-XXXX,240-04-XXXX
24065XXXXXXXX,4670XXXXXXXX,70578063XXXXXXX,179.119.XXX.XXX,240,96,24096,63000000,10000000,19000000,240-96-XXXX,240-96-XXXX
24021XXXXXXXX,4670XXXXXXXX,81747806XXXXXXX,16.203.XXX.XXX,240,88,24088,47000000,96000000,65000000,240-88-XXXX,240-88-XXXX
24008XXXXXXXX,4670XXXXXXXX,66171233XXXXXXX,46.218.XXX.XXX,240,82,24082,71000000,55000000,17000000,240-82-XXXX,240-82-XXXX
24034XXXXXXXX,4670XXXXXXXX,87969121XXXXXXX,31.65.XXX.XXX,240,29,24029,61000000,12000000,34000000,240-29-XXXX,240-29-XXXX
24035XXXXXXXX,4670XXXXXXXX,79519604XXXXXXX,1.159.XXX.XXX,240,12,24012,53000000,77000000,83000000,240-12-XXXX,240-12-XXXX
24029XXXXXXXX,4670XXXXXXXX,46086552XXXXXXX,37.90.XXX.XXX,240,42,24042,93000000,66000000,72000000,240-42-XXXX,240-42-XXXX
24037XXXXXXXX,4670XXXXXXXX,44043378XXXXXXX,74.213.XXX.XXX,240,90,24090,88000000,93000000,25000000,240-90-XXXX,240-90-XXXX
24050XXXXXXXX,4670XXXXXXXX,74312997XXXXXXX,101.250.XXX.XXX,240,87,24087,76000000,89000000,41000000,240-87-XXXX,240-87-XXXX
24016XXXXXXXX,4670XXXXXXXX,75171254XXXXXXX,133.94.XXX.XXX,240,98,24098,67000000,33000000,95000000,240-98-XXXX,240-98-XXXX
24056XXXXXXXX,4670XXXXXXXX,59214423XXXXXXX,94.78.XXX.XXX,240,96,24096,55000000,49000000,98000000,240-96-XXXX,240-96-XXXX
24070XXXXXXXX,4670XXXXXXXX,36003964XXXXXXX,11.184.XXX.XXX,240,82,24082,67000000,17000000,90000000,240-82-XXXX,240-82-XXXX
24063XXXXXXXX,4670XXXXXXXX,75045001XXXXXXX,95.148.XXX.XXX,240,98,24098,20000000,46000000,91000000,240-98-XXXX,240-98-XXXX
24047XXXXXXXX,4670XXXXXXXX,90331816XXXXXXX,122.125.XXX.XXX,240,90,24090,73000000,50000000,18000000,240-90-XXXX,240-90-XXXX
24026XXXXXXXX,4670XXXXXXXX,49511167XXXXXXX,180.209.XXX.XXX,240,82,24082,84000000,66000000,42000000,240-82-XXXX,240-82-XXXX
24012XXXXXXXX,4670XXXXXXXX,71089989XXXXXXX,90.4.XXX.XXX,240,55,24055,25000000,24000000,42000000,240-55-XXXX,240-55-XXXX
24067XXXXXXXX,4670XXXXXXXX,14542693XXXXXXX,216.148.XXX.XXX,240,87,24087,33000000,91000000,46000000,240-87-XXXX,240-87-XXXX
24075XXXXXXXX,4670XXXXXXXX,11486091XXXXXXX,159.71.XXX.XXX,240,96,24096,74000000,61000000,89000000,240-96-XXXX,240-96-XXXX
24044XXXXXXXX,4670XXXXXXXX,54259860XXXXXXX,6.129.XXX.XXX,240,69,24069,46000000,53000000,29000000,240-69-XXXX,240-69-XXXX
24082XXXXXXXX,4670XXXXXXXX,81023743XXXXXXX,203.188.XXX.XXX,240,42,24042,14000000,64000000,78000000,240-42-XXXX,240-42-XXXX
24013XXXXXXXX,4670XXXXXXXX,87078529XXXXXXX,62.233.XXX.XXX,240,87,24087,69000000,55000000,82000000,240-87-XXXX,240-87-XXXX
24057XXXXXXXX,4670XXXXXXXX,22285638XXXXXXX,9.77.XXX.XXX,240,42,24042,21000000,70000000,74000000,240-42-XXXX,240-42-XXXX
24073XXXXXXXX,4670XXXXXXXX,24664393XXXXXXX,221.159.XXX.XXX,240,30,24030,10000000,61000000,22000000,240-30-XXXX,240-30-XXXX
24058XXXXXXXX,4670XXXXXXXX,97252875XXXXXXX,152.11.XXX.XXX,240,36,24036,52000000,13000000,79000000,240-36-XXXX,240-36-XXXX
24093XXXXXXXX,4670XXXXXXXX,53197357XXXXXXX,64.223.XXX.XXX,240,12,24012,51000000,27000000,85000000,240-12-XXXX,240-12-XXXX
24081XXXXXXXX,4670XXXXXXXX,39088328XXXXXXX,105.241.XXX.XXX,240,11,24011,50000000,28000000,19000000,240-11-XXXX,240-11-XXXX
24083XXXXXXXX,4670XXXXXXXX,44622185XXXXXXX,111.0.XXX.XXX,240,34,24034,28000000,92000000,94000000,240-34-XXXX,240-34-XXXX
24014XXXXXXXX,4670XXXXXXXX,14982598XXXXXXX,211.163.XXX.XXX,240,11,24011,19000000,56000000,38000000,240-11-XXXX,240-11-XXXX
24094XXXXXXXX,4670XXXXXXXX,48447749XXXXXXX,91.37.XXX.XXX,240,88,24088,93000000,10000000,15000000,240-88-XXXX,240-88-XXXX
24060XXXXXXXX,4670XXXXXXXX,40457608XXXXXXX,31.151.XXX.XXX,240,33,24033,40000000,49000000,55000000,240-33-XXXX,240-33-XXXX
24072XXXXXXXX,4670XXXXXXXX,52972208XXXXXXX,90.194.XXX.XXX,240,34,24034,32000000,39000000,14000000,240-34-XXXX,240-34-XXXX
24076XXXXXXXX,4670XXXXXXXX,95063553XXXXXXX,50.253.XXX.XXX,240,96,24096,74000000,27000000,10000000,240-96-XXXX,240-96-XXXX
24028XXXXXXXX,4670XXXXXXXX,87075600XXXXXXX,82.212.XXX.XXX,240,82,24082,65000000,69000000,20000000,240-82-XXXX,240-82-XXXX
24043XXXXXXXX,4670XXXXXXXX,98157355XXXXXXX,184.172.XXX.XXX,240,11,24011,99000000,17000000,13000000,240-11-XXXX,240-11-XXXX
24087XXXXXXXX,4670XXXXXXXX,83343472XXXXXXX,13.242.XXX.XXX,240,4,24004,95000000,28000000,65000000,240-04-XXXX,240-04-XXXX
24059XXXXXXXX,4670XXXXXXXX,69272121XXXXXXX,1.84.XXX.XXX,240,42,24042,32000000,82000000,27000000,240-42-XXXX,240-42-XXXX
24004XXXXXXXX,4670XXXXXXXX,42975095XXXXXXX,77.21.XXX.XXX,240,36,24036,30000000,45000000,37000000,240-36-XXXX,240-36-XXXX
24022XXXXXXXX,4670XXXXXXXX,44010156XXXXXXX,165.240.XXX.XXX,240,35,24035,55000000,50000000,12000000,240-35-XXXX,240-35-XXXX
24013XXXXXXXX,4670XXXXXXXX,82032007XXXXXXX,12.5.XXX.XXX,240,82,24082,58000000,76000000,98000000,240-82-XXXX,240-82-XXXX
24097XXXXXXXX,4670XXXXXXXX,47163790XXXXXXX,22.189.XXX.XXX,240,96,24096,35000000,25000000,42000000,240-96-XXXX,240-96-XXXX
24084XXXXXXXX,4670XXXXXXXX,26259011XXXXXXX,205.21.XXX.XXX,240,4,24004,58000000,50000000,73000000,240-04-XXXX,240-04-XXXX
24091XXXXXXXX,4670XXXXXXXX,77094240XXXXXXX,111.148.XXX.XXX,240,82,24082,44000000,23000000,18000000,240-82-XXXX,240-82-XXXX
24005XXXXXXXX,4670XXXXXXXX,72022174XXXXXXX,90.164.XXX.XXX,240,52,24052,87000000,72000000,85000000,240-52-XXXX,240-52-XXXX
24029XXXXXXXX,4670XXXXXXXX,94798901XXXXXXX,111.135.XXX.XXX,240,46,24046,14000000,76000000,44000000,240-46-XXXX,240-46-XXXX
24080XXXXXXXX,4670XXXXXXXX,48691842XXXXXXX,64.91.XXX.XXX,240,82,24082,97000000,43000000,27000000,240-82-XXXX,240-82-XXXX
24094XXXXXXXX,4670XXXXXXXX,27445922XXXXXXX,44.2.XXX.XXX,240,46,24046,68000000,19000000,96000000,240-46-XXXX,240-46-XXXX
24070XXXXXXXX,4670XXXXXXXX,55688192XXXXXXX,102.96.XXX.XXX,240,12,24012,32000000,12000000,10000000,240-12-XXXX,240-12-XXXX
24068XXXXXXXX,4670XXXXXXXX,89194888XXXXXXX,6.165.XXX.XXX,240,36,24036,36000000,81000000,57000000,240-36-XXXX,240-36-XXXX
24013XXXXXXXX,4670XXXXXXXX,19989183XXXXXXX,93.255.XXX.XXX,240,86,24086,29000000,85000000,82000000,240-86-XXXX,240-86-XXXX
24074XXXXXXXX,4670XXXXXXXX,26445472XXXXXXX,132.69.XXX.XXX,240,29,24029,78000000,58000000,74000000,240-29-XXXX,240-29-XXXX
24086XXXXXXXX,4670XXXXXXXX,37914486XXXXXXX,46.119.XXX.XXX,240,36,24036,28000000,69000000,82000000,240-36-XXXX,240-36-XXXX
24052XXXXXXXX,4670XXXXXXXX,88451145XXXXXXX,32.231.XXX.XXX,240,76,24076,23000000,11000000,64000000,240-76-XXXX,240-76-XXXX
24049XXXXXXXX,4670XXXXXXXX,98715859XXXXXXX,206.50.XXX.XXX,240,96,24096,50000000,15000000,43000000,240-96-XXXX,240-96-XXXX
24059XXXXXXXX,4670XXXXXXXX,58947330XXXXXXX,59.70.XXX.XXX,240,34,24034,18000000,90000000,29000000,240-34-XXXX,240-34-XXXX
24034XXXXXXXX,4670XXXXXXXX,64934180XXXXXXX,147.145.XXX.XXX,240,12,24012,62000000,42000000,77000000,240-12-XXXX,240-12-XXXX
24063XXXXXXXX,4670XXXXXXXX,30006828XXXXXXX,57.207.XXX.XXX,240,4,24004,93000000,51000000,57000000,240-04-XXXX,240-04-XXXX
24021XXXXXXXX,4670XXXXXXXX,18854918XXXXXXX,205.158.XXX.XXX,240,48,24048,59000000,99000000,26000000,240-48-XXXX,240-48-XXXX
24017XXXXXXXX,4670XXXXXXXX,88699070XXXXXXX,73.193.XXX.XXX,240,96,24096,95000000,75000000,17000000,240-96-XXXX,240-96-XXXX
24072XXXXXXXX,4670XXXXXXXX,96402061XXXXXXX,77.218.XXX.XXX,240,96,24096,67000000,97000000,16000000,240-96-XXXX,240-96-XXXX
24034XXXXXXXX,4670XXXXXXXX,39977390XXXXXXX,126.134.XXX.XXX,240,34,24034,24000000,90000000,12000000,240-34-XXXX,240-34-XXXX
24067XXXXXXXX,4670XXXXXXXX,19880831XXXXXXX,1.64.XXX.XXX,240,46,24046,16000000,90000000,13000000,240-46-XXXX,240-46-XXXX
24006XXXXXXXX,4670XXXXXXXX,13578208XXXXXXX,166.32.XXX.XXX,240,85,24085,90000000,93000000,76000000,240-85-XXXX,240-85-XXXX
24033XXXXXXXX,4670XXXXXXXX,84666774XXXXXXX,49.190.XXX.XXX,240,20,24020,67000000,89000000,12000000,240-20-XXXX,240-20-XXXX
24035XXXXXXXX,4670XXXXXXXX,10093667XXXXXXX,195.228.XXX.XXX,240,90,24090,45000000,31000000,91000000,240-90-XXXX,240-90-XXXX
24021XXXXXXXX,4670XXXXXXXX,83316747XXXXXXX,101.1.XXX.XXX,240,69,24069,64000000,16000000,17000000,240-69-XXXX,240-69-XXXX
24011XXXXXXXX,4670XXXXXXXX,74777610XXXXXXX,182.237.XXX.XXX,240,96,24096,27000000,44000000,89000000,240-96-XXXX,240-96-XXXX
24095XXXXXXXX,4670XXXXXXXX,68790526XXXXXXX,73.96.XXX.XXX,240,12,24012,20000000,51000000,50000000,240-12-XXXX,240-12-XXXX
24038XXXXXXXX,4670XXXXXXXX,86039756XXXXXXX,94.110.XXX.XXX,240,82,24082,76000000,46000000,77000000,240-82-XXXX,240-82-XXXX
24028XXXXXXXX,4670XXXXXXXX,95762369XXXXXXX,218.88.XXX.XXX,240,29,24029,40000000,88000000,35000000,240-29-XXXX,240-29-XXXX
24066XXXXXXXX,4670XXXXXXXX,39669026XXXXXXX,67.87.XXX.XXX,240,80,24080,19000000,86000000,73000000,240-80-XXXX,240-80-XXXX
24071XXXXXXXX,4670XXXXXXXX,13891763XXXXXXX,92.35.XXX.XXX,240,96,24096,97000000,18000000,32000000,240-96-XXXX,240-96-XXXX
24005XXXXXXXX,4670XXXXXXXX,57260290XXXXXXX,62.48.XXX.XXX,240,60,24060,13000000,47000000,64000000,240-60-XXXX,240-60-XXXX
24044XXXXXXXX,4670XXXXXXXX,79482214XXXXXXX,39.129.XXX.XXX,240,83,24083,52000000,13000000,50000000,240-83-XXXX,240-83-XXXX
24036XXXXXXXX,4670XXXXXXXX,99595027XXXXXXX,118.74.XXX.XXX,240,88,24088,27000000,49000000,97000000,240-88-XXXX,240-88-XXXX
24074XXXXXXXX,4670XXXXXXXX,81560028XXXXXXX,56.172.XXX.XXX,240,83,24083,69000000,15000000,46000000,240-83-XXXX,240-83-XXXX
24040XXXXXXXX,4670XXXXXXXX,35194661XXXXXXX,150.184.XXX.XXX,240,80,24080,96000000,95000000,86000000,240-80-XXXX,240-80-XXXX
24086XXXXXXXX,4670XXXXXXXX,65266353XXXXXXX,52.73.XXX.XXX,240,25,24025,73000000,47000000,50000000,240-25-XXXX,240-25-XXXX
24065XXXXXXXX,4670XXXXXXXX,35101781XXXXXXX,11.108.XXX.XXX,240,95,24095,77000000,64000000,83000000,240-95-XXXX,240-95-XXXX
24026XXXXXXXX,4670XXXXXXXX,71598841XXXXXXX,202.142.XXX.XXX,240,4,24004,43000000,26000000,53000000,240-04-XXXX,240-04-XXXX
24028XXXXXXXX,4670XXXXXXXX,37856096XXXXXXX,155.251.XXX.XXX,240,4,24004,88000000,67000000,87000000,240-04-XXXX,240-04-XXXX
24009XXXXXXXX,4670XXXXXXXX,12831192XXXXXXX,3.245.XXX.XXX,240,96,24096,41000000,51000000,49000000,240-96-XXXX,240-96-XXXX
24036XXXXXXXX,4670XXXXXXXX,55027373XXXXXXX,144.8.XXX.XXX,240,46,24046,88000000,64000000,36000000,240-46-XXXX,240-46-XXXX
24028XXXXXXXX,4670XXXXXXXX,86837658XXXXXXX,155.221.XXX.XXX,240,11,24011,35000000,48000000,15000000,240-11-XXXX,240-11-XXXX
24068XXXXXXXX,4670XXXXXXXX,14714664XXXXXXX,139.100.XXX.XXX,240,82,24082,22000000,16000000,29000000,240-82-XXXX,240-82-XXXX
24091XXXXXXXX,4670XXXXXXXX,91164028XXXXXXX,87.103.XXX.XXX,240,20,24020,37000000,91000000,57000000,240-20-XXXX,240-20-XXXX
24054XXXXXXXX,4670XXXXXXXX,51243228XXXXXXX,169.235.XXX.XXX,240,82,24082,60000000,90000000,46000000,240-82-XXXX,240-82-XXXX
24030XXXXXXXX,4670XXXXXXXX,19913589XXXXXXX,182.215.XXX.XXX,240,4,24004,58000000,41000000,16000000,240-04-XXXX,240-04-XXXX
24046XXXXXXXX,4670XXXXXXXX,64292363XXXXXXX,140.57.XXX.XXX,240,84,24084,53000000,36000000,63000000,240-84-XXXX,240-84-XXXX
24051XXXXXXXX,4670XXXXXXXX,78415571XXXXXXX,43.116.XXX.XXX,240,49,24049,84000000,89000000,84000000,240-49-XXXX,240-49-XXXX
24042XXXXXXXX,4670XXXXXXXX,82790748XXXXXXX,204.21.XXX.XXX,240,76,24076,45000000,97000000,62000000,240-76-XXXX,240-76-XXXX
24000XXXXXXXX,4670XXXXXXXX,18440476XXXXXXX,98.227.XXX.XXX,240,82,24082,13000000,55000000,72000000,240-82-XXXX,240-82-XXXX
24060XXXXXXXX,4670XXXXXXXX,30891606XXXXXXX,8.22.XXX.XXX,240,11,24011,12000000,84000000,87000000,240-11-XXXX,240-11-XXXX
24031XXXXXXXX,4670XXXXXXXX,91250332XXXXXXX,149.5.XXX.XXX,240,30,24030,76000000,19000000,17000000,240-30-XXXX,240-30-XXXX
24047XXXXXXXX,4670XXXXXXXX,60978874XXXXXXX,87.155.XXX.XXX,240,94,24094,42000000,48000000,69000000,240-94-XXXX,240-94-XXXX
24084XXXXXXXX,4670XXXXXXXX,83713260XXXXXXX,208.106.XXX.XXX,240,49,24049,40000000,56000000,76000000,240-49-XXXX,240-49-XXXX
24080XXXXXXXX,4670XXXXXXXX,27671625XXXXXXX,130.37.XXX.XXX,240,88,24088,69000000,48000000,98000000,240-88-XXXX,240-88-XXXX
24035XXXXXXXX,4670XXXXXXXX,44278450XXXXXXX,158.163.XXX.XXX,240,20,24020,92000000,47000000,58000000,240-20-XXXX,240-20-XXXX
24029XXXXXXXX,4670XXXXXXXX,51035031XXXXXXX,48.49.XXX.XXX,240,60,24060,10000000,58000000,29000000,240-60-XXXX,240-60-XXXX
24037XXXXXXXX,4670XXXXXXXX,45532483XXXXXXX,124.58.XXX.XXX,240,73,24073,84000000,54000000,94000000,240-73-XXXX,240-73-XXXX
24036XXXXXXXX,4670XXXXXXXX,56415989XXXXXXX,194.31.XXX.XXX,240,36,24036,13000000,70000000,98000000,240-36-XXXX,240-36-XXXX
24007XXXXXXXX,4670XXXXXXXX,34534658XXXXXXX,223.16.XXX.XXX,240,69,24069,55000000,12000000,65000000,240-69-XXXX,240-69-XXXX
24065XXXXXXXX,4670XXXXXXXX,80289588XXXXXXX,198.244.XXX.XXX,240,60,24060,28000000,88000000,12000000,240-60-XXXX,240-60-XXXX
24058XXXXXXXX,4670XXXXXXXX,32707033XXXXXXX,31.38.XXX.XXX,240,4,24004,48000000,96000000,66000000,240-04-XXXX,240-04-XXXX
24033XXXXXXXX,4670XXXXXXXX,45890876XXXXXXX,179.83.XXX.XXX,240,82,24082,25000000,11000000,35000000,240-82-XXXX,240-82-XXXX
24088XXXXXXXX,4670XXXXXXXX,72143706XXXXXXX,65.216.XXX.XXX,240,25,24025,96000000,42000000,25000000,240-25-XXXX,240-25-XXXX
24030XXXXXXXX,4670XXXXXXXX,17171024XXXXXXX,137.205.XXX.XXX,240,4,24004,33000000,36000000,23000000,240-04-XXXX,240-04-XXXX
24061XXXXXXXX,4670XXXXXXXX,25098034XXXXXXX,139.82.XXX.XXX,240,96,24096,15000000,19000000,52000000,240-96-XXXX,240-96-XXXX
24072XXXXXXXX,4670XXXXXXXX,91506694XXXXXXX,212.54.XXX.XXX,240,94,24094,26000000,77000000,21000000,240-94-XXXX,240-94-XXXX
24064XXXXXXXX,4670XXXXXXXX,83532402XXXXXXX,71.164.XXX.XXX,240,96,24096,76000000,84000000,37000000,240-96-XXXX,240-96-XXXX
24029XXXXXXXX,4670XXXXXXXX,24517221XXXXXXX,67.253.XXX.XXX,240,55,24055,70000000,80000000,72000000,240-55-XXXX,240-55-XXXX
24010XXXXXXXX,4670XXXXXXXX,68109359XXXXXXX,49.194.XXX.XXX,240,60,24060,18000000,74000000,78000000,240-60-XXXX,240-60-XXXX
24097XXXXXXXX,4670XXXXXXXX,48032218XXXXXXX,196.198.XXX.XXX,240,25,24025,10000000,30000000,22000000,240-25-XXXX,240-25-XXXX
24063XXXXXXXX,4670XXXXXXXX,68615604XXXXXXX,129.17.XXX.XXX,240,73,24073,74000000,56000000,83000000,240-73-XXXX,240-73-XXXX
24058XXXXXXXX,4670XXXXXXXX,44011326XXXXXXX,52.65.XXX.XXX,240,46,24046,99000000,17000000,54000000,240-46-XXXX,240-46-XXXX
24069XXXXXXXX,4670XXXXXXXX,64824204XXXXXXX,213.106.XXX.XXX,240,11,24011,75000000,26000000,52000000,240-11-XXXX,240-11-XXXX
24079XXXXXXXX,4670XXXXXXXX,52657073XXXXXXX,219.184.XXX.XXX,240,73,24073,99000000,66000000,64000000,240-73-XXXX,240-73-XXXX
24042XXXXXXXX,4670XXXXXXXX,93083357XXXXXXX,14.115.XXX.XXX,240,12,24012,43000000,72000000,98000000,240-12-XXXX,240-12-XXXX
24058XXXXXXXX,4670XXXXXXXX,94563925XXXXXXX,35.239.XXX.XXX,240,18,24018,41000000,24000000,27000000,240-18-XXXX,240-18-XXXX
24038XXXXXXXX,4670XXXXXXXX,21380382XXXXXXX,73.112.XXX.XXX,240,36,24036,41000000,37000000,73000000,240-36-XXXX,240-36-XXXX
24085XXXXXXXX,4670XXXXXXXX,74791033XXXXXXX,178.175.XXX.XXX,240,90,24090,98000000,28000000,85000000,240-90-XXXX,240-90-XXXX
24092XXXXXXXX,4670XXXXXXXX,54920379XXXXXXX,104.182.XXX.XXX,240,25,24025,66000000,64000000,70000000,240-25-XXXX,240-25-XXXX
24072XXXXXXXX,4670XXXXXXXX,64723095XXXXXXX,124.203.XXX.XXX,240,86,24086,67000000,92000000,38000000,240-86-XXXX,240-86-XXXX
24066XXXXXXXX,4670XXXXXXXX,27118405XXXXXXX,154.49.XXX.XXX,240,46,24046,98000000,57000000,35000000,240-46-XXXX,240-46-XXXX
24012XXXXXXXX,4670XXXXXXXX,75692020XXXXXXX,104.13.XXX.XXX,240,82,24082,84000000,83000000,20000000,240-82-XXXX,240-82-XXXX
24068XXXXXXXX,4670XXXXXXXX,18673279XXXXXXX,54.113.XXX.XXX,240,49,24049,16000000,49000000,29000000,240-49-XXXX,240-49-XXXX
24089XXXXXXXX,4670XXXXXXXX,92204433XXXXXXX,93.215.XXX.XXX,240,95,24095,75000000,96000000,82000000,240-95-XXXX,240-95-XXXX
24079XXXXXXXX,4670XXXXXXXX,35192557XXXXXXX,133.130.XXX.XXX,240,29,24029,18000000,87000000,34000000,240-29-XXXX,240-29-XXXX
24084XXXXXXXX,4670XXXXXXXX,78506830XXXXXXX,1.237.XXX.XXX,240,88,24088,60000000,52000000,86000000,240-88-XXXX,240-88-XXXX
24037XXXXXXXX,4670XXXXXXXX,49507785XXXXXXX,69.203.XXX.XXX,240,34,24034,64000000,18000000,66000000,240-34-XXXX,240-34-XXXX
24001XXXXXXXX,4670XXXXXXXX,55026826XXXXXXX,96.176.XXX.XXX,240,36,24036,50000000,11000000,94000000,240-36-XXXX,240-36-XXXX
24069XXXXXXXX,4670XXXXXXXX,48942404XXXXXXX,96.41.XXX.XXX,240,34,24034,92000000,95000000,65000000,240-34-XXXX,240-34-XXXX
24045XXXXXXXX,4670XXXXXXXX,33490684XXXXXXX,176.85.XXX.XXX,240,96,24096,57000000,26000000,79000000,240-96-XXXX,240-96-XXXX
24024XXXXXXXX,4670XXXXXXXX,32248268XXXXXXX,117.254.XXX.XXX,240,82,24082,70000000,98000000,90000000,240-82-XXXX,240-82-XXXX
24054XXXXXXXX,4670XXXXXXXX,79996291XXXXXXX,23.229.XXX.XXX,240,48,24048,83000000,15000000,77000000,240-48-XXXX,240-48-XXXX
