IMSI,MSISDN,IMEI,IP_Address,Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type,Linkage_Index
234388370157744,447366214598,510543848471693,121.50.55.87,260406152443+0000,234,38,23438,64135354,74450876,53283910,234-38-7697,234-38-7697-35,5G,IoT Device,2214
234204150749316,447708161155,945150796613404,218.4.151.184,260401211443+0100,234,20,23420,64779071,72265548,71958182,234-20-3500,234-20-3500-35,3G,Smartphone,1131
206052715133269,324518736376,339917417420860,45.157.131.57,260402085021+0200,206,05,20605,31260024,35988916,28408602,206-05-4683,206-05-4683-91,3G,IoT Device,2372
3104107933933833,161776883868,879607738258173,111.17.199.103,260405035652-0500,310,410,310410,88699472,94156441,94103986,310-410-4515,310-410-4515-41,4G,Smartphone,1476
234151027358107,447802475670,729656187021474,161.126.200.137,260408131923+0100,234,15,23415,75358194,62107493,60599531,234-15-2041,234-15-2041-87,5G,Smartphone,2509
206055702660790,324698078121,635890020490189,209.120.194.12,260405020935+0100,206,05,20605,59618790,35499503,50697102,206-05-8253,206-05-8253-98,5G,Smartphone,2896
240013214749354,467941097587,754223856987960,109.175.48.85,260408102030+0200,240,01,24001,28795773,24995008,11982472,240-01-2307,240-01-2307-37,5G,Smartphone,2692
3102601951802380,151217445187,110696045349493,73.92.13.118,260330153423-0700,310,260,310260,85566796,82357212,98108874,310-260-5067,310-260-5067-63,5G,Smartphone,35
3104806793936939,141599572020,376404355210481,6.224.80.255,260403154107-0500,310,480,310480,73979568,78702903,93011050,310-480-2530,310-480-2530-63,3G,Tablet,2149
206205669106271,324731234550,676858998826917,111.183.12.59,260408044627+0100,206,20,20620,51017767,46282964,39242969,206-20-8622,206-20-8622-83,3G,IoT Device,426
234335116998607,447784031059,548593933250858,27.6.67.220,260405021411+0100,234,33,23433,50912439,58828367,72423109,234-33-6295,234-33-6295-76,3G,Smartphone,2708
234154148632908,447505048715,884571550518237,155.25.23.5,260404175649+0100,234,15,23415,66382166,55717522,53515587,234-15-1422,234-15-1422-35,3G,Tablet,1082
240073107201137,467984409712,389206421660076,217.215.39.223,260407072227+0100,240,07,24007,37865318,25626352,23838661,240-07-5279,240-07-5279-37,5G,Tablet,369
3102600848426483,130536796082,825121139671360,79.227.4.37,260404131107-0500,310,260,310260,98582380,81259799,81991600,310-260-1266,310-260-1266-73,5G,Smartphone,695
3104800165612466,130556951251,666374082802614,153.125.174.148,260401224732-0700,310,480,310480,76007774,75105128,84622674,310-480-8933,310-480-8933-63,4G,Smartphone,1942
206104587717535,324760932048,883874349642353,30.52.8.147,260321210722+0200,206,10,20610,42745307,49118963,52963012,206-10-7236,206-10-7236-69,5G,Smartphone,13
206055153121413,324929879086,987087098651466,41.188.23.243,260407035007+0100,206,05,20605,57104301,31780587,51284339,206-05-5335,206-05-5335-91,3G,Tablet,1544
206107936518756,324926920327,379632965712567,2.195.164.75,260403081500+0100,206,10,20610,36193855,32428179,30177422,206-10-4912,206-10-4912-64,4G,Smartphone,999
3104102428662271,161721736656,662072187390607,172.141.163.15,260405164630-0800,310,410,310410,75327128,86705366,98206634,310-410-9335,310-410-9335-88,5G,Smartphone,1861
3101208601625908,141519478550,943808491137535,148.195.119.105,260404101853-0600,310,120,310120,87787511,75558240,73011446,310-120-5469,310-120-5469-41,4G,Smartphone,579
3104806697602236,141549951437,994734540434249,208.101.24.38,260406232904-0700,310,480,310480,73475806,84028814,75424179,310-480-3981,310-480-3981-41,3G,IoT Device,1391
240023610880257,467016206370,403982845595915,155.79.184.119,260403135027+0100,240,02,24002,14135574,23134044,24700583,240-02-8433,240-02-8433-37,5G,Smartphone,1192
206050925228039,324598802535,293117253484712,23.176.187.209,260401230121+0200,206,05,20605,38748763,40126316,44498022,206-05-9847,206-05-9847-91,5G,Tablet,2552
3104805052843044,130542464522,153005003948053,76.48.217.213,260404065927-0800,310,480,310480,96288045,94559313,81559791,310-480-2330,310-480-2330-69,4G,Smartphone,2553
240058939615744,467242881184,635895672982010,115.23.15.67,260407164422+0100,240,05,24005,39386530,26462976,14222801,240-05-9808,240-05-9808-37,5G,Tablet,2962
3102604713072061,120228349606,939830121648312,13.146.163.84,260407115826-0700,310,260,310260,76750877,71054116,91656896,310-260-3868,310-260-3868-51,4G,IoT Device,2792
234337601534332,447591357790,803459713350615,198.15.81.57,260408033938+0100,234,33,23433,67026072,52254781,59109141,234-33-9584,234-33-9584-25,5G,Tablet,314
234100489940185,447349687368,913907284561891,185.82.25.161,260406184535+0100,234,10,23410,75004114,57872896,59584157,234-10-5837,234-10-5837-87,3G,IoT Device,2619
206208978653394,324619165430,787858059523120,12.239.73.44,260405120055+0200,206,20,20620,35319704,34061810,44666034,206-20-8110,206-20-8110-91,5G,IoT Device,517
206200092241177,324555367317,490584152115219,110.21.84.102,260404141740+0100,206,20,20620,51009043,35334839,52490880,206-20-8749,206-20-8749-48,4G,Tablet,1979
206206033360635,324999906702,396112081750810,199.151.40.124,260407082102+0100,206,20,20620,40756369,38192388,36088189,206-20-5712,206-20-5712-64,4G,Smartphone,2387
3102600169932974,141511651608,635502332495133,172.46.143.219,260402143118-0600,310,260,310260,89497191,84268429,93594776,310-260-3730,310-260-3730-88,4G,Smartphone,1389
240053614047619,467356158181,965985621069942,44.177.111.98,260405090013+0100,240,05,24005,36801542,29411416,16187050,240-05-2343,240-05-2343-45,5G,Tablet,1679
3104800073565826,120282526379,454893871288669,59.73.162.205,260406140045-0500,310,480,310480,73479132,72968246,73472882,310-480-5061,310-480-5061-88,3G,IoT Device,776
206019430122694,324553543187,117180945098221,20.148.107.158,260406093037+0200,206,01,20601,55302144,43645518,54017669,206-01-8843,206-01-8843-42,5G,Smartphone,2169
240244746226964,467076386318,637254793455547,30.38.44.77,260403072910+0100,240,24,24024,10407082,23955235,11174540,240-24-1420,240-24-1420-99,4G,Smartphone,2606
206100534728395,324567309532,982492276708488,64.200.244.208,260402130121+0200,206,10,20610,43556396,51031565,42740917,206-10-9117,206-10-9117-98,4G,Smartphone,762
234202229054417,447305673929,390588186907064,137.222.81.161,260401161058+0000,234,20,23420,72801406,67325877,71680324,234-20-2323,234-20-2323-46,5G,Tablet,1650
206107799450549,324722249867,929347574220585,212.250.130.182,260407041415+0100,206,10,20610,48942627,35655522,51367361,206-10-1042,206-10-1042-91,5G,Smartphone,2469
3102600902885411,120212015026,220719815542771,195.134.77.102,260408054336-0500,310,260,310260,91663302,79159054,69336497,310-260-6546,310-260-6546-75,5G,IoT Device,1971
206017400743262,324943237603,528772056729442,64.200.244.208,260402011115+0100,206,01,20601,39587381,46147431,30779286,206-01-6582,206-01-6582-64,5G,Tablet,1918
3104106618443861,130559047292,693086317423330,90.212.214.134,260404202318-0600,310,410,310410,82154280,94359091,71841603,310-410-2215,310-410-2215-63,4G,IoT Device,213
234332706593410,447506291187,328624962824718,6.29.105.235,260402170947+0000,234,33,23433,56461897,50685257,52936184,234-33-8404,234-33-8404-35,5G,Tablet,730
3104801115255862,151278882603,210670607489030,91.249.65.2,260407070936-0600,310,480,310480,78547222,82037464,99057668,310-480-5382,310-480-5382-51,4G,Smartphone,834
234386168019903,447521348548,450486952035316,155.214.16.176,260406142331+0000,234,38,23438,52059685,73332374,66040876,234-38-4918,234-38-4918-35,4G,Tablet,673
3101200278649958,151200512538,974893000631905,124.115.89.172,260406190623-0800,310,120,310120,77239897,86641041,90707819,310-120-2502,310-120-2502-41,5G,IoT Device,1219
240022044843519,467688164957,249530960425990,111.110.203.221,260404150215+0100,240,02,24002,10498607,33598926,16253797,240-02-1053,240-02-1053-37,5G,IoT Device,1420
234102705994461,447735360684,490130707067409,50.45.216.245,260404144749+0100,234,10,23410,74843989,52128330,72938173,234-10-5847,234-10-5847-35,3G,IoT Device,2091
3102604766955770,141518650679,879899236451159,121.42.223.224,260405074934-0700,310,260,310260,91513844,70176010,86006101,310-260-1939,310-260-1939-73,4G,Smartphone,1411
240088179890330,467293758130,234084232170994,204.212.37.40,260406030528+0100,240,08,24008,19506912,29754788,20843067,240-08-6491,240-08-6491-40,5G,Smartphone,2298
3101209790117621,141588731450,985584223315235,190.122.114.138,260402171541-0700,310,120,310120,75679954,92833067,86737882,310-120-3414,310-120-3414-63,4G,Tablet,2607
234331742684145,447833272795,658138538783391,88.142.180.63,260322034041+0000,234,33,23433,67633077,64990374,67722549,234-33-5285,234-33-5285-93,3G,Smartphone,7
240021694261666,467371079352,694541065652083,175.145.59.39,260403021723+0100,240,02,24002,13570085,32974462,16468458,240-02-6155,240-02-6155-45,5G,Smartphone,1285
240247169883716,467015866861,214336669976759,158.241.159.135,260405165519+0200,240,24,24024,34690799,33917826,27492471,240-24-7043,240-24-7043-37,5G,Smartphone,698
234307865619425,447577820582,903685755829236,56.76.232.211,260406175126+0000,234,30,23430,52742853,64058503,53754068,234-30-2864,234-30-2864-87,4G,Smartphone,371
240041328507251,467686376731,620192902526546,181.27.237.216,260405163922+0100,240,04,24004,30029944,23215425,27921931,240-04-4872,240-04-4872-37,4G,Smartphone,301
3104801069033119,120279030673,824453353028439,170.54.229.222,260315051525-0600,310,480,310480,80700632,89376839,86519471,310-480-5055,310-480-5055-68,4G,Smartphone,10
240241173098503,467346512418,872229583898469,208.203.12.199,260402153058+0200,240,24,24024,11900798,28318760,13720329,240-24-4249,240-24-4249-11,4G,Smartphone,269
240163121255889,467939230781,458676571257067,204.236.56.75,260407005048+0200,240,16,24016,11962729,25343359,26717448,240-16-8999,240-16-8999-43,5G,Smartphone,1551
240055073984855,467050681511,455840766278566,24.187.226.214,260404092323+0100,240,05,24005,15403600,12395740,25753103,240-05-4853,240-05-4853-43,5G,Tablet,1606
3104801712435668,130503253695,293821085587673,40.244.243.83,260404101912-0800,310,480,310480,80743321,94471082,65705985,310-480-6531,310-480-6531-63,4G,IoT Device,1113
234305415796142,447823428209,687496548862235,2.230.67.139,260401163549+0100,234,30,23430,78562178,57719854,59305998,234-30-6375,234-30-6375-35,5G,Smartphone,2346
240044841849869,467250285014,684931188977353,41.199.143.184,260405152223+0100,240,04,24004,32994673,23969731,27294302,240-04-1960,240-04-1960-37,4G,Tablet,2713
240020138759271,467256638361,521819841718275,158.241.159.135,260402050331+0100,240,02,24002,33646845,19672778,28694251,240-02-3621,240-02-3621-53,4G,Tablet,146
3101202945625577,120217157724,567903729928161,83.69.188.18,260406185949-0800,310,120,310120,80934373,88661292,69759628,310-120-3414,310-120-3414-41,4G,IoT Device,116
240019208653749,467355839318,588982116654934,86.3.94.220,260408070701+0100,240,01,24001,25509624,27114216,13556609,240-01-2535,240-01-2535-55,5G,IoT Device,1591
234386400489524,447343456466,392871879718012,98.50.19.98,260406032912+0000,234,38,23438,74565280,51498571,62940708,234-38-6962,234-38-6962-35,4G,IoT Device,1792
206109819602752,324634383640,469051541209117,2.195.164.75,260408004026+0100,206,10,20610,49994899,34116602,28592896,206-10-9117,206-10-9117-91,5G,Smartphone,247
206109057301995,324661457824,593605366636305,201.115.99.248,260406103532+0200,206,10,20610,33708096,34639705,42343241,206-10-4993,206-10-4993-59,4G,IoT Device,1866
234207024452098,447348185480,973473745009851,29.162.190.45,260405174137+0000,234,20,23420,64480762,66849868,62531583,234-20-2768,234-20-2768-35,3G,Tablet,2672
234202683969957,447339570016,834188634512240,114.142.33.59,260406030421+0000,234,20,23420,55843396,57421502,67420517,234-20-2768,234-20-2768-35,3G,Tablet,1782
206106953595228,324851209018,220547277497311,167.126.73.12,260406051926+0200,206,10,20610,32669593,39634510,54987106,206-10-8178,206-10-8178-98,5G,Tablet,1414
3104105303610046,120251001995,104388500987264,183.196.139.247,260408024938-0600,310,410,310410,99257650,84041333,74622302,310-410-8311,310-410-8311-73,4G,IoT Device,2049
3104801180319688,141535913582,674813763747888,176.132.223.153,260407202204-0600,310,480,310480,74748113,79966173,87231425,310-480-8632,310-480-8632-41,5G,IoT Device,1886
234156032020326,447509775396,706803863794871,28.98.51.89,260407064136+0100,234,15,23415,74996724,59371927,71993604,234-15-7070,234-15-7070-27,5G,Smartphone,328
3104809844967948,141571675694,784974855648309,29.199.155.169,260404225734-0600,310,480,310480,96560776,87006076,98793908,310-480-2586,310-480-2586-88,5G,Smartphone,2591
234108912686498,447747868623,722245426008844,75.232.54.16,260406165903+0100,234,10,23410,65307079,58684487,50793079,234-10-5847,234-10-5847-35,3G,IoT Device,566
206109157829052,324792219114,314791839994814,90.241.4.143,260407134253+0100,206,10,20610,33696306,39537636,25229507,206-10-1601,206-10-1601-64,4G,Smartphone,965
240168907140140,467019393250,221841932495528,175.145.59.39,260403184436+0100,240,16,24016,36199372,34446218,18114217,240-16-9270,240-16-9270-86,3G,Smartphone,145
206202038437536,324796807852,594586664824218,73.57.215.163,260402155609+0200,206,20,20620,53310804,37803443,41893404,206-20-7267,206-20-7267-98,3G,Smartphone,475
234339563224518,447456961921,295051026974869,148.175.113.152,260403041347+0100,234,33,23433,66310275,68570566,60206336,234-33-8138,234-33-8138-27,5G,Smartphone,1054
240073804004552,467326546067,911019122688833,146.41.142.116,260405064725+0100,240,07,24007,19923776,33576294,22546182,240-07-4269,240-07-4269-43,3G,Smartphone,2838
240070992861028,467351438255,289186940328659,109.80.161.180,260406110249+0100,240,07,24007,13953409,28009421,14099843,240-07-7528,240-07-7528-45,5G,Smartphone,1251
240073511552415,467679258530,869855792266582,126.141.115.19,260407020038+0100,240,07,24007,35137636,31228430,17913324,240-07-1058,240-07-1058-40,5G,Smartphone,2775
234151668073100,447379776600,340135912003642,136.99.27.135,260406201133+0100,234,15,23415,57287272,67167312,55595298,234-15-6942,234-15-6942-87,3G,Tablet,1707
3104107844400274,161794244379,374997876660448,109.8.33.26,260408013101-0500,310,410,310410,95359865,83329167,95771890,310-410-6150,310-410-6150-88,4G,Smartphone,1374
234381638493680,447735853010,206657962789695,113.243.23.64,260401173321+0100,234,38,23438,52820557,70481286,71760792,234-38-7333,234-38-7333-35,4G,Tablet,745
3104108521148460,130563839687,827487008420475,70.26.202.32,260405064844-0700,310,410,310410,93087502,91000186,81547979,310-410-8371,310-410-8371-88,3G,IoT Device,1107
3104107659645876,151294947155,943366673474502,75.53.97.214,260403193840-0700,310,410,310410,78495571,70789129,89464191,310-410-3126,310-410-3126-88,3G,Smartphone,923
206200954930596,324801864876,868534139842673,55.190.167.22,260407185110+0100,206,20,20620,34424913,30509470,34418733,206-20-2480,206-20-2480-64,3G,Tablet,274
240248508808756,467350581058,114143091088679,175.145.59.39,260408061152+0100,240,24,24024,26502823,18723977,18510703,240-24-5022,240-24-5022-37,5G,Smartphone,1119
234389134438998,447478020586,862291015073214,18.225.174.160,260404053616+0000,234,38,23438,74188744,64255556,58427789,234-38-5634,234-38-5634-27,4G,Smartphone,410
234201079235955,447307254570,323982447892921,28.98.51.89,260401174126+0100,234,20,23420,60330873,65291496,62764424,234-20-6120,234-20-6120-87,3G,Tablet,2465
234106971823601,447371261583,849305128217648,117.220.123.62,260405183050+0100,234,10,23410,78841017,58666125,76150670,234-10-9138,234-10-9138-25,3G,Tablet,512
234207855179154,447469803459,444357168930494,163.150.126.96,260402104108+0100,234,20,23420,51657818,67599713,51566479,234-20-2768,234-20-2768-87,4G,Tablet,1589
234334231494521,447458606209,787434241804099,162.87.247.89,260405215352+0100,234,33,23433,69620907,53873345,60635606,234-33-8354,234-33-8354-27,5G,Smartphone,1510
240086935419893,467209899365,893630185523662,18.105.141.146,260401192500+0100,240,08,24008,23654209,33918826,18704268,240-08-5173,240-08-5173-37,5G,Tablet,2550
3102609152831197,151289516650,243053938005440,116.69.155.214,260407230359-0700,310,260,310260,95213739,74829386,96324438,310-260-2106,310-260-2106-41,3G,Smartphone,1430
3102606798328916,151212681182,977093384932832,153.125.174.148,260407013327-0600,310,260,310260,81060378,80789542,95565216,310-260-6850,310-260-6850-41,4G,Smartphone,2915
3102606853893356,130541951786,415075571892786,121.42.223.224,260402063402-0600,310,260,310260,90761638,88767334,89556018,310-260-6850,310-260-6850-30,3G,Smartphone,2039
206208074905389,324559509428,960439381683625,63.181.195.181,260402120150+0200,206,20,20620,44952271,46503291,31010524,206-20-4826,206-20-4826-91,5G,Smartphone,1367
3104101694353286,120278058138,142979485732136,99.151.59.90,260408040242-0700,310,410,310410,96030406,84884132,90826813,310-410-4279,310-410-4279-88,3G,Smartphone,1095
234208707136042,447321004687,917052567521008,87.153.101.149,260404220028+0000,234,20,23420,59543347,68496247,64482497,234-20-5712,234-20-5712-35,4G,Smartphone,1649
206203832976911,324618833658,911712074278381,125.1.111.247,260404015008+0100,206,20,20620,44145844,40153867,36939450,206-20-6188,206-20-6188-91,4G,Smartphone,2744
3104806474293268,130548709295,239919256289084,219.220.208.146,260407143258-0800,310,480,310480,81692020,78885655,75359261,310-480-8632,310-480-8632-50,4G,Smartphone,1295
240014184404380,467655405558,603765584452646,11.234.190.220,260403153107+0100,240,01,24001,22251335,10814706,25935169,240-01-2824,240-01-2824-43,5G,Smartphone,2644
206202293804503,324583491164,757778556492738,87.130.106.123,260407023213+0100,206,20,20620,53167237,43660752,43622142,206-20-4826,206-20-4826-64,5G,Smartphone,1258
240242032258572,467928597121,552793417855048,128.117.208.149,260406231901+0200,240,24,24024,23225541,28418154,11766678,240-24-6733,240-24-6733-76,5G,Smartphone,2576
3104108023310818,141548051438,800571782737490,93.47.67.36,260404103252-0500,310,410,310410,89672670,89233772,82395254,310-410-3621,310-410-3621-88,4G,Smartphone,1695
240245636886465,467045696062,795000935367492,185.156.61.114,260406043917+0200,240,24,24024,28746593,31116575,12252903,240-24-2129,240-24-2129-37,5G,Tablet,2099
3104103563640585,161781185577,213902637077576,70.42.1.187,260403205528-0500,310,410,310410,84542793,74422017,95996644,310-410-4673,310-410-4673-51,3G,Smartphone,1899
206052898936519,324765456035,642167926197399,131.110.84.192,260403221021+0100,206,05,20605,42626018,38751998,27158521,206-05-6280,206-05-6280-91,4G,Tablet,2370
240084190128029,467043942074,772431560155972,9.116.93.109,260403074938+0200,240,08,24008,11900720,21647511,22914266,240-08-3414,240-08-3414-55,5G,Smartphone,2280
240050089387559,467968066643,140445636738750,198.22.204.184,260407063556+0200,240,05,24005,14989181,25991603,28326635,240-05-5861,240-05-5861-34,5G,Smartphone,2640
206105130523124,324773158477,685272498634234,2.195.164.75,260408140409+0100,206,10,20610,43181050,33452569,44583985,206-10-5722,206-10-5722-91,5G,Smartphone,249
3102602625381403,120275598414,314245000248435,112.181.49.147,260403191659-0600,310,260,310260,71653235,86369837,83791813,310-260-1599,310-260-1599-73,4G,Smartphone,1010
3104800607174811,130517653970,533352144873961,133.112.88.19,260401145053-0500,310,480,310480,70345407,92945318,73615714,310-480-9488,310-480-9488-63,5G,IoT Device,374
206058676259238,324887906048,802382236932055,77.147.36.70,260401200607+0200,206,05,20605,56085912,37895929,33714362,206-05-7690,206-05-7690-23,5G,Smartphone,587
234382569811047,447585318246,733731440178813,95.172.88.188,260405211355+0100,234,38,23438,76979799,61994118,71050368,234-38-6962,234-38-6962-35,5G,Smartphone,2979
3104802100062182,130558636387,841556049314890,56.209.181.59,260405220000-0500,310,480,310480,80140524,79371626,87801707,310-480-5982,310-480-5982-30,4G,IoT Device,2765
240242790371616,467088197223,899564389647718,208.220.232.191,260407014022+0100,240,24,24024,16642619,26279424,21369852,240-24-3749,240-24-3749-43,5G,Smartphone,580
3102604456514997,141530144633,830270114554501,71.46.109.206,260406203428-0800,310,260,310260,74198094,91992919,74548254,310-260-8305,310-260-8305-88,4G,Smartphone,1607
234331814695071,447515804657,276070961187288,171.87.86.90,260401154739+0000,234,33,23433,58719868,56870564,77645285,234-33-8155,234-33-8155-35,3G,IoT Device,2707
206202094705447,324858390187,616859329270438,221.37.17.210,260403051104+0200,206,20,20620,48125222,41111932,49249597,206-20-1588,206-20-1588-91,4G,IoT Device,1350
206058816711207,324745279852,508940290132234,115.10.199.215,260407002955+0100,206,05,20605,34205852,37041095,29369399,206-05-1339,206-05-1339-35,5G,IoT Device,144
240043847137058,467675222120,145029134023420,185.156.61.114,260403091600+0100,240,04,24004,16299592,17586435,28286983,240-04-4608,240-04-4608-55,5G,Smartphone,1664
3102602458701311,120275173358,363220856249215,148.195.119.105,260403102641-0800,310,260,310260,72903919,81401570,93772268,310-260-2311,310-260-2311-63,3G,IoT Device,1453
234306663491660,447557739045,551547214362331,2.105.13.72,260405082633+0000,234,30,23430,70150908,71035355,76309930,234-30-7878,234-30-7878-35,4G,Smartphone,1767
240052710036660,467632879881,571561689456069,124.220.123.53,260407160951+0200,240,05,24005,31303185,21382050,20878615,240-05-7930,240-05-7930-45,5G,Smartphone,2262
3104108574331164,151289610536,128445387433989,93.47.67.36,260402060921-0700,310,410,310410,94761518,88971272,67516101,310-410-6150,310-410-6150-30,4G,IoT Device,2570
3101207463194523,151221903616,549543304384412,30.143.47.108,260407170116-0500,310,120,310120,84611884,77557107,75899485,310-120-3414,310-120-3414-41,3G,Tablet,2518
240164574433199,467611533349,705219422969701,132.145.219.213,260403131635+0100,240,16,24016,10843912,11533709,16912945,240-16-9976,240-16-9976-37,5G,Smartphone,913
234156591004436,447536444329,661571109142200,3.233.218.21,260403014640+0000,234,15,23415,65548739,71114171,55041422,234-15-1258,234-15-1258-35,3G,Smartphone,1014
206056030293095,324972020752,167398780255693,26.16.134.72,260405124920+0100,206,05,20605,32812092,47161148,39505325,206-05-5557,206-05-5557-98,5G,Tablet,2086
3102609982159007,120232044845,663592997715417,119.155.166.48,260407054507-0700,310,260,310260,91807143,93344825,90492678,310-260-7553,310-260-7553-88,3G,IoT Device,1003
3102609580004891,151285841651,210577626399319,49.156.31.53,260408013425-0500,310,260,310260,85565152,78233109,80194164,310-260-1266,310-260-1266-73,5G,IoT Device,2567
240049706401374,467996782637,610357369246105,189.44.193.21,260406161442+0200,240,04,24004,34164259,29175284,18175688,240-04-8886,240-04-8886-55,4G,IoT Device,1890
3104801703630944,130538602050,825523789830941,192.251.67.182,260403140208-0500,310,480,310480,77133375,79029994,65813090,310-480-5105,310-480-5105-88,4G,Smartphone,644
3104105903653542,130572466762,324631686761747,74.27.180.228,260404140141-0700,310,410,310410,89731355,70398211,83622344,310-410-9674,310-410-9674-88,4G,Smartphone,1433
206010848528467,324803784679,760535750083076,137.218.169.179,260408045455+0200,206,01,20601,39146994,52141877,34868874,206-01-1200,206-01-1200-91,4G,Tablet,1028
234152376182593,447387879091,337280268121263,149.5.194.133,260404125713+0000,234,15,23415,60605481,73980233,76434235,234-15-5542,234-15-5542-87,3G,IoT Device,1633
234158632106133,447843945703,860808614380403,198.15.81.57,260404022934+0100,234,15,23415,77836327,56070639,61204899,234-15-2786,234-15-2786-87,3G,Tablet,367
234300448467332,447491248955,817607227700623,165.0.225.92,260408112659+0100,234,30,23430,72729443,70634637,58783556,234-30-3324,234-30-3324-87,5G,Smartphone,864
3101208041048667,120286442624,503484007049867,43.64.31.65,260406181348-0500,310,120,310120,72756974,73858101,66051706,310-120-9782,310-120-9782-88,4G,IoT Device,981
240051362639838,467324812008,912400345413526,32.6.166.162,260404080440+0200,240,05,24005,14224304,15426692,27078277,240-05-7930,240-05-7930-37,4G,Smartphone,2804
206204598977738,324643821462,897263912222833,185.166.244.167,260404074444+0100,206,20,20620,47516884,54183366,51386135,206-20-1251,206-20-1251-83,4G,Smartphone,1322
206205825854551,324691960348,321584293678838,218.116.123.171,260407182239+0200,206,20,20620,53838232,46409428,31558282,206-20-6188,206-20-6188-91,4G,Smartphone,875
3101201297258871,130522875428,878706010056741,214.139.95.38,260405150531-0800,310,120,310120,98437909,87423839,74580718,310-120-7326,310-120-7326-88,4G,Smartphone,2595
234387993496577,447583352197,100165506406412,200.227.93.238,260403125412+0000,234,38,23438,56586025,73222201,76394713,234-38-7731,234-38-7731-87,3G,Tablet,1516
240248064068580,467698434959,748808169582324,27.65.155.175,260406221808+0200,240,24,24024,25774953,12311291,13106498,240-24-7211,240-24-7211-37,5G,Smartphone,2928
3104107370421415,130538778700,108371149854506,24.101.50.240,260401195329-0500,310,410,310410,91377535,90041091,78766989,310-410-4866,310-410-4866-88,4G,IoT Device,1936
234109052698148,447871069562,535640631465892,87.153.101.149,260408072720+0100,234,10,23410,72848282,63202516,76933221,234-10-1359,234-10-1359-35,3G,Tablet,2851
3104103410311155,151270183078,510328489082456,154.197.112.70,260405165404-0500,310,410,310410,70459028,92946392,84438599,310-410-3339,310-410-3339-63,4G,Smartphone,2302
234204299074729,447769417996,750192570808974,76.220.220.195,260405143845+0000,234,20,23420,73018395,72807473,66711131,234-20-6120,234-20-6120-27,3G,Tablet,540
234300565553040,447743938727,112947657593359,111.231.231.65,260402131425+0100,234,30,23430,71925688,55909173,59597061,234-30-2275,234-30-2275-87,4G,IoT Device,2008
206057047314836,324974777407,124157573666560,45.157.131.57,260405110145+0100,206,05,20605,30125219,52555631,40075361,206-05-8253,206-05-8253-91,4G,Smartphone,915
234339764754565,447728972269,381975764854039,148.175.113.152,260401223858+0100,234,33,23433,50349520,70429786,67027888,234-33-9307,234-33-9307-87,3G,Tablet,786
206205032198596,324751025066,683043878606734,157.60.204.64,260405054517+0200,206,20,20620,46583012,44010690,40805186,206-20-8529,206-20-8529-98,4G,Smartphone,892
206058735437882,324803359101,995266805709085,5.2.158.210,260408105125+0200,206,05,20605,48940194,49489877,48741345,206-05-8025,206-05-8025-55,4G,Smartphone,427
240016617013635,467200465229,697779438280753,208.203.12.199,260406075942+0200,240,01,24001,21909207,32457452,19100360,240-01-5386,240-01-5386-55,5G,Smartphone,2826
234331240360360,447827815758,471767769875528,118.104.62.16,260405190313+0000,234,33,23433,78233782,52326259,76857184,234-33-2251,234-33-2251-27,3G,Smartphone,2629
3101207165670986,151278851682,131031603852857,164.70.246.77,260403083143-0700,310,120,310120,90534036,80029848,69050375,310-120-9224,310-120-9224-88,4G,Smartphone,1780
206058375198287,324548595938,857132167872619,178.226.95.98,260405064546+0200,206,05,20605,58514171,44522438,44466975,206-05-3847,206-05-3847-91,3G,Smartphone,2490
206058067089870,324920199184,398443661132661,209.120.194.12,260408045815+0100,206,05,20605,33229564,41250323,43022550,206-05-8700,206-05-8700-98,4G,Smartphone,626
234302243025958,447885573939,755401824260855,18.225.174.160,260402164509+0000,234,30,23430,51491203,54547023,72281853,234-30-1744,234-30-1744-35,3G,Smartphone,2110
3101201487609673,151225009321,868999065693205,73.222.193.153,260406014000-0800,310,120,310120,94577570,70035896,93351816,310-120-5469,310-120-5469-88,5G,IoT Device,1378
240024301719910,467651745809,916708557416492,8.47.6.185,260406033232+0100,240,02,24002,25064458,17610977,10805707,240-02-5040,240-02-5040-55,5G,Tablet,2973
206018653578666,324836032112,472157895861547,129.2.142.171,260402003805+0100,206,01,20601,50510655,49393594,42018222,206-01-2395,206-01-2395-91,5G,IoT Device,1876
234205195442334,447502588551,112479608892171,218.25.92.101,260404191443+0000,234,20,23420,50046788,67558228,72293671,234-20-9032,234-20-9032-23,4G,Smartphone,1749
240056496737945,467672785324,955092032642506,135.249.220.117,260405065749+0100,240,05,24005,37026433,20061553,14831293,240-05-2343,240-05-2343-37,5G,IoT Device,349
234151448811210,447414217518,817517087817941,194.233.1.23,260407024555+0100,234,15,23415,61954070,53088017,61852773,234-15-1046,234-15-1046-87,3G,Smartphone,401
240074760960647,467245257378,725154504778840,144.229.28.185,260407204936+0200,240,07,24007,24814913,10120914,19146421,240-07-8007,240-07-8007-55,4G,Tablet,847
3101208785272440,151295351717,267334911882213,123.87.51.44,260403131608-0800,310,120,310120,74023626,84890942,74748534,310-120-5469,310-120-5469-88,5G,IoT Device,2359
3104100536251231,120254111902,137269536071369,150.184.118.235,260405165047-0600,310,410,310410,76841843,71770267,67217852,310-410-6692,310-410-6692-88,5G,Smartphone,984
